Name,URL,ISSN,"EconLit Coverage",Formerly,See
"Journal of Corporate Finance",http://www.sciencedirect.com/science/journal/09291199,0929-1199,"March 1994, 1(1) - present",,
"Journal of Credit Risk",http://www.risk.net/type/journal/source/journal-of-credit-risk,1744-6619,"Winter 2004-05, 1(1) - present",,
"Journal of Cultural Economics",https://link.springer.com/journal/volumesAndIssues/10824,0885-2545,"June 1977, 1(1) - present",,
"Journal of Data Analysis",https://www.airitilibrary.com/Publication/alPublicationJournal?PublicationID=P20140403001,1819-2343,"February 2006, 1(1) - present",,
"Journal of Demographic Economics",http://journals.cambridge.org/action/displayJournal?jid=DEM,2054-0892,"March 2015, 81(1) - present",,
"Journal of Derivatives",https://jod.pm-research.com/content/by/year/2019,1074-1240,"Spring 2001, 8(3) - present",,
"Journal of Derivatives and Hedge Funds",http://www.palgrave-journals.com/jdhf/archive/index.html,1753-9641,"February 2008, 13(4) - November 2014, 20(4)",,
"Journal of Developing Areas",http://muse.jhu.edu/journals/jda/,0022-037X,"Jan. 1973, 7(2) - Summer 1999, 33(4); Fall 2002, 36(1) - present",,
"Journal of Development and Economic Policies",https://www.arab-api.org/JournalEn.aspx,1561-0411,"Dec. 1998, 1(1) - present",,
"Journal of Development Economics",http://www.sciencedirect.com/science/journal/03043878,0304-3878,"June 1974, 1(1) - present",,
"Journal of Development Effectiveness",https://www.tandfonline.com/loi/rjde20,1943-9342,"2018, 10(1) - present",,
"Journal of Development Studies",http://www.tandfonline.com/loi/fjds20,0022-0388,"October 1964, 1(1) - present",,
"Journal of Developmental Entrepreneurship",http://www.worldscientific.com/loi/jde,1084-9467,"March 2012, 17(1) - present",,
"Journal of East and West Studies",,1229-4098,"April 1992, 21(1) - 2000, 6(3)",,"Global Economic Review"
"Journal of East Asian Economic Integration",,2234-8867,"March 2010, 14(1) - present",,"East Asian Economic Review"
"Journal of Econometric Methods",http://www.degruyter.com/view/j/jem,2194-6345,"August 2012, 1(1) - present",,
"Journal of Econometrics",http://www.sciencedirect.com/science/journal/03044076,0304-4076,"April 1979, 1(1) - present",,
"Journal of Economic and Financial Studies",http://www.journalofeconomics.org/index.php/site/issue/archive,2379-9463,"December 2013, 1(1) - October 2017, 5(5)",,
"Journal of Economic and Social Measurement",http://content.iospress.com/journals/journal-of-economic-and-social-measurement/40/1-4,0747-9662,"April 1985, 13(1) - present","Review of Public Data Use",
"Journal of Economic and Social Policy",http://epubs.scu.edu.au/jesp/,1325-2224,"Summer 1995, 1(1) - 2015, 17(2)",,
"Journal of Economic and Social Research",https://www.questia.com/library/p438740/journal-of-economic-and-social-research,1302-1060,"1999, 1(1) - 2014, 16(1-2)",,
"Journal of Economic and Social Studies",http://jecoss.ibu.edu.ba/,1986-8499,"January 2011, 1(1) - present",,
"Journal of Economic and Social Thought",http://www.kspjournals.org/index.php/JEST/issue/archive,2149-0422,"December 2014, 1(1) - June 2017, 4(2)",,
"Journal of Economic Asymmetries",http://www.sciencedirect.com/science/journal/17034949,1703-4949,"June 2012, 9(1) - present",,
"Journal of Economic Behavior and Organization",http://www.sciencedirect.com/science/journal/01672681,0167-2681,"March 1982, 3(1) - present",,
"Journal of Economic Cooperation among Islamic Countries",,0252-953X,"January 1993, 14(1) - October 2008, 29(4)",,"Journal of Economic Cooperation and Development"
"Journal of Economic Cooperation and Development",http://www.sesric.org/publications-jecd-volumes.php,1308-7800,"January 2009, 30(1) - present","Journal of Economic Cooperation among Islamic Countries",
"Journal of Economic Development",http://www.jed.or.kr/archives.html,0254-8372,"July 1976, 1(1) - present",,
"Journal of Economic Dynamics and Control",http://www.sciencedirect.com/science/journal/01651889,0165-1889,"Feb. 1980, 2(1) - present",,
"Journal of Economic Education",http://www.tandfonline.com/loi/vece20,0022-0485,"Fall 1969, 1(1) - present",,
"Journal of Economic Geography",https://academic.oup.com/joeg/issue,1468-2702,"January 2001, 1(1) - present",,
"Journal of Economic Growth",https://link.springer.com/journal/volumesAndIssues/10887,1381-4338,"March 1996, 1(1) - present",,
"Journal of Economic History",http://journals.cambridge.org/action/displayBackIssues?jid=JEH,0022-0507,"May 1941, 1(1) - present",,
"Journal of Economic Inequality",https://link.springer.com/journal/volumesAndIssues/10888,1569-1721,"April 2003, 1(1) - present",,
"Journal of Economic Insight",https://journalofeconomicinsight.com/index.php/joei/issue/archive,2572-7362,"2017, 43(1) - present","Journal of Economics (MVEA)",
"Journal of Economic Integration",http://www.e-jei.org/articles/archive.php,1225-651X,"Spring 1993, 8(1) - present",,
"Journal of Economic Interaction and Coordination",https://link.springer.com/journal/volumesAndIssues/11403,1860-711X,"May 2006, 1(1) - present",,
"Journal of Economic Issues",http://www.tandfonline.com/loi/mjei20,0021-3624,"June 1967, 1(1) - present",,
"Journal of Economic Literature",http://www.aeaweb.org/jel/index.php,0022-0515,"March 1969, 7(1) - present",,
"Journal of Economic Methodology",http://www.tandfonline.com/loi/rjec20,1350-178X,"June 1994, 1(1) - present",Methodus,
"Journal of Economic Perspectives",http://www.aeaweb.org/jep/,0895-3309,"Summer 1987, 1(1) - present",,
"Journal of Economic Policy Reform",http://www.tandfonline.com/loi/gpre20,1748-7870,"March 2007, 10(1) - present","Journal of Policy Reform",
"Journal of Economic Psychology",http://www.sciencedirect.com/science/journal/01674870,0167-4870,"March 1988, 9(1) - present",,
"Journal of Economic Research",http://jer.or.kr/,1226-4261,"May 1996, 1(1) - present",,
"Journal of Economic Sciences: Theory and Practice",http://www.ecosciences.edu.az/view.php?lang=en&menu=18,2220-8739,"2011, 68(1) - present",,
"Journal of Economic Structures",http://www.journalofeconomicstructures.com/content,2193-2409,"2012, 1 - present",,
"Journal of Economic Studies",https://www.emerald.com/insight/publication/issn/0144-3585,0144-3585,"1965, 1(1) - present",,
"Journal of Economic Surveys",https://onlinelibrary.wiley.com/loi/14676419,0950-0804,"1987, 1(1) - present",,
"Journal of Economic Theory",http://www.sciencedirect.com/science/journal/00220531,0022-0531,"June 1969, 1(1) - present",,
"Journal of Economic Theory and Econometrics",http://es.re.kr/jetem/archive.php,1229-2893,"Summer 1997, 3(1) - present",,
"Journal of Economics and Business",http://www.sciencedirect.com/science/journal/01486195,0148-6195,"Fall 1972, 25(1) - present",,
"Journal of Economics and Development",https://www.emerald.com/insight/publication/issn/1859-0020?_ga=2.112392384.533998154.1622034698-1657984113.1622034698,1859-0020,"2019, 21(1) - present",,
"Journal of Economics and Finance",https://link.springer.com/journal/volumesAndIssues/12197,1055-0925,"Spring 1992, 16(1) - present",,
"Journal of Economics and Management",https://jem.fcu.edu.tw/website/past_issues,1819-0197,"January 2005, 1(1) - present",,
"Journal of Economics and Management Strategy",https://onlinelibrary.wiley.com/loi/15309134,1058-6407,"Spring 1992, 1(1) - present",,
"Journal of Economics Bibliography",http://www.kspjournals.org/index.php/JEB/issue/archive,2149-2387,"December 2014, 1(1) - June 2017, 4(2)",,
"Journal of Economics, Finance and Accounting",http://www.pressacademia.org/journals/jefa/issues/,2148-6697,"2014, 1(1) - 2017, 4(1)",,
"Journal of Economics, Finance and Administrative Science",https://www.emerald.com/insight/publication/issn/2218-0648,2077-1886,"December 2009, 14(27) - present",,
"Journal of Economics Library",http://www.kspjournals.org/index.php/JEL/issue/archive,2149-2379,"December 2014, 1(1) - September 2016, 3(3)",,
"Journal of Economics (MVEA)",,0361-6576,"1991, 17 - 2016, 42(2)",,"Journal of Economic Insight"
"Journal of Economics, Race, and Policy",https://link.springer.com/journal/41996/volumes-and-issues,2520-8411,"July 2018, 1(1) - present",,
"Journal of Economics, Theology and Religion",https://j-etr.org/all-issues/,2772-9001,"2021, 1(1) - present",,
"Journal of Economics (Zeitschrift für Nationalökonomie)",https://link.springer.com/journal/volumesAndIssues/712,0931-8658,"1986, 46(1) - present","Zeitschrift für Nationalökonomie",
"Journal of Education Finance",http://www.press.uillinois.edu/journals/jef.html,0098-9495,"Winter 1999, 24(3) - present",,
"Journal of Emerging Market Finance",http://emf.sagepub.com/content/by/year,0972-6527,"May-August 2002, 1(1) - present",,
"Journal of Emerging Markets",https://www.stjohns.edu/academics/schools-and-colleges/peter-j-tobin-college-business/college-faculty/journal-emerging-markets,1083-9798,"Spring 1996, 1(1) - Spring-Fall 2015, 20(1-2)",,
"Journal of Empirical Finance",http://www.sciencedirect.com/science/journal/09275398,0927-5398,"Jan. 1998, 5(1) - present",,
"Journal of Energy and Development",https://iceed.org/iceed-publications/the-journal-of-energy-and-development/,0361-4476,"Spring 1977, 2(2) - present",,
"Journal of Energy Finance and Development",http://www.sciencedirect.com/science/journal/01409883,1085-7443,"1996, 1(1) - 1999, 4(2)",,
"Journal of Energy Literature",,1359-3714,"Summer 1995, 1(1) - present",,
"Journal of Energy Markets",http://www.risk.net/type/journal/source/journal-of-energy-markets,1756-3607,"Spring 2008, 1(1) - present",,
"Journal of Enterprising Culture",http://www.worldscientific.com/loi/jec,0218-4958,"March 2011, 19(1) - present",,
"Journal of Entrepreneurial and Small Business Finance",,1057-2287,"1996, 5(1) - 1996, 5(3)","Journal of Small Business Finance","Journal of Entrepreneurial Finance"
"Journal of Entrepreneurial Finance",,1057-2287,"2001, 6(1) - 2001, 6(1)","Journal of Entrepreneurial and Small Business Finance","Journal of Entrepreneurial Finance and Business Ventures"
"Journal of Entrepreneurial Finance and Business Ventures",,1551-9570,"2001, 1(1) - 2009, 12(4)","Journal of Entrepreneurial Finance",
"Journal of Entrepreneurship",https://journals.sagepub.com/loi/JOE,0971-3557,"March 2012, 21(1) - present",,
"Journal of Entrepreneurship, Business and Economics",http://scientificia.com/index.php/JEBE/issue/archive,2345-4695,"2013, 1(1-2) - present",,
"Journal of Environment and Development",https://journals.sagepub.com/loi/JED,1070-4965,"March 1999, 8(1) - present",,
"Journal of Environmental Economics and Management",http://www.sciencedirect.com/science/journal/00950696,0095-0696,"March 1978, 5(1) - present",,
"Journal of Environmental Planning and Management",http://www.tandfonline.com/loi/cjep20,0964-0568,"1994, 37(1) - present",,
"Journal of European Economic History",https://www.jeeh.it/archive-2,0391-5115,"Spring 1975, 4(1) - present",,
"Journal of European Economy",http://jeej.wunu.edu.ua/index.php/enjee/issue/archive,1684-906X,"April 2002, 1(1) - present",,
"Journal of European Real Estate Research",https://www.emerald.com/insight/publication/issn/1753-9269,1753-9269,"2008, 1(1) - present",,
"Journal of Evolutionary Economics",https://link.springer.com/journal/volumesAndIssues/191,0936-9937,"Jan. 1991, 1(1) - present",,
"Journal of Family and Economic Issues",https://link.springer.com/journal/volumesAndIssues/10834,1058-0476,"Spring 1999, 20(1) - present",,
"Journal of Finance",http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291540-6261/issues,0022-1082,"August 1946, 1(1) - present",,
"Journal of Finance and Economics (Science and Education Centre of North America)",http://www.todayscience.org/jfearchive,2291-4951,"2013, 1(1) - present",,
"Journal of Finance and Economics (Science and Education Publishing)",http://www.sciepub.com/journal/JFE/archive,2328-7284,"February 2013, 1(1) - present",,
"Journal of Financial and Quantitative Analysis",https://www.cambridge.org/core/journals/journal-of-financial-and-quantitative-analysis/all-issues,0022-1090,"March 1966, 1(1) - present",,
"Journal of Financial Counseling and Planning",https://connect.springerpub.com/content/sgrjfcp,1052-3073,"2008, 19(2) - present","Financial Counseling and Planning",
"Journal of Financial Econometrics",https://academic.oup.com/jfec/issue,1479-8409,"Spring 2003, 1(1) - present",,
"Journal of Financial Economic Policy",https://www.emerald.com/insight/publication/issn/1757-6385,1757-6385,"2009, 1(1) - present",,
"Journal of Financial Economics",http://www.sciencedirect.com/science/journal/0304405X,0304-405X,"May 1974, 1(1) - present",,
"Journal of Financial Intermediation",http://www.sciencedirect.com/science/journal/10429573,1042-9573,"March 1990, 1(1) - present",,
"Journal of Financial Management and Analysis",,0970-4205,"Jan.-June 1999, 12(1) - 2018-2019, 31",,
"Journal of Financial Management Markets and Institutions",,2282-717X,"January-June 2013, (1) - July-December 2017, (2)",,"Journal of Financial Management, Markets and Institutions"
"Journal of Financial Management, Markets and Institutions",https://www.worldscientific.com/worldscinet/jfmmi,2282-717X,"2018, 6(1) - present","Journal of Financial Management Markets and Institutions",
"Journal of Financial Market Infrastructures",http://www.risk.net/type/journal/source/journal-of-financial-market-infrastructures,2049-5404,"2012, 1(1) - present",,
"Journal of Financial Markets",http://www.sciencedirect.com/science/journal/13864181,1386-4181,"April 1998, 1(1) - present",,
"Journal of Financial Perspectives",https://fsinsights.ey.com/thejournal,2049-8640,"March 2013, 1(1) - 2018, 5(1)",,
"Journal of Financial Research",http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291475-6803/issues,0270-2592,"Spring 1983, 6(1) - present",,
"Journal of Financial Services Research",https://link.springer.com/journal/volumesAndIssues/10693,0920-8550,"Sept. 1987, 1(1) - present",,
"Journal of Financial Stability",http://www.sciencedirect.com/science/journal/15723089,1572-3089,"September 2004, 1(1) - present",,
"Journal of Financial Studies",http://www.jfs.org.tw/index.php/jfs/issue/archive,1022-2898,"March 2010, 18(1) - present",,
"Journal of Financial Transformation",http://www.capco.com/insights/capco-institute,1755-361X,"April 2001, (1) - present",,
"Journal of Forecasting",https://onlinelibrary.wiley.com/loi/1099131x,0277-6693,"Jan. 2001, 20(1) - present",,
"Journal of Forensic Economics",http://www.journalofforensiceconomics.com/loi/foen,0898-5510,"Spring-Summer 1992, 5(2) - present",,
"Journal of Forest Economics",https://www.nowpublishers.com/JFE,1104-6899,"2001, 7(1) - present",,
"Journal of Futures Markets",https://onlinelibrary.wiley.com/loi/10969934,0270-7314,"Spring 1983, 3(1) - present",,
"Journal of Geographical Systems",https://link.springer.com/journal/volumesAndIssues/10109,1435-5930,"March 1999, 1(1) - present",,
"Journal of Global Analysis",,2041-1944,"January 2010, 1(1) - present",,"Rest: Journal of Politics and Development"
"Journal of Global Economic Analysis",https://jgea.org/ojs/index.php/jgea,2377-2999,"2016, 1(1) - present",,
"Journal of Globalization and Development",http://www.degruyter.com/view/j/jgd,1948-1837,"2010, 1(1) - present",,
"Journal of Governance and Regulation",http://www.virtusinterpress.org/-Journal-of-Governance-and-.html,2220-9352,"2014, 3(1) - 2016, 5(3)",,
"Journal of Government and Economics",https://www.sciencedirect.com/journal/journal-of-government-and-economics/issues,2667-3193,"Spring 2021, 1 - present",,
"Journal of Happiness Studies",https://link.springer.com/journal/volumesAndIssues/10902,1389-4978,"2000, 1(1) - present",,
"Journal of Health Economics",http://www.sciencedirect.com/science/journal/01676296,0167-6296,"March 1983, 2(1) - present",,
"Journal of Health Politics, Policy and Law",https://read.dukeupress.edu/jhppl/list-of-years,0361-6878,"Feb. 1998, 23(1) - present",,
"Journal of Higher Education Policy and Management",http://www.tandfonline.com/loi/cjhe20,1360-080X,"May 1999, 21(1) - present",,
"Journal of Housing Economics",http://www.sciencedirect.com/science/journal/10511377,1051-1377,"March 1991, 1(1) - present",,
"Journal of Housing Research",https://www.tandfonline.com/toc/rjrh20/current,1052-7001,"1990, 1(1) - present",,
"Journal of Human Capital",http://www.journals.uchicago.edu/toc/jhc/current,1932-8575,"Winter 2007, 1(1) - present",,
"Journal of Human Development",,1464-9888,"February 2000, 1(1) - November 2008, 9(3)",,"Journal of Human Development and Capabilities"
"Journal of Human Development and Capabilities",http://www.tandfonline.com/loi/cjhd20,1945-2829,"March 2009, 10(1) - present","Journal of Human Development",
"Journal of Human Resources",http://jhr.uwpress.org/content/by/year,0022-166X,"1966, 1(1) - present",,
"Journal of Income and Wealth",https://iarniw.in/journals/,0974-0309,"Jan.-Dec. 2004, 26(1-2) - present",,
"Journal of Income Distribution",http://www.jid-online.org,0926-6437,"Spring 1991, 1(1) - present",,
"Journal of Indonesian Economy and Business",https://journal.ugm.ac.id/v3/jieb/issue/archive,2085-8272,"January 2013, 28(1) - present",,
"Journal of Industrial and Business Economics/Economia e Politica Industriale",https://link.springer.com/journal/40812/volumes-and-issues,0391-2078,"March 2021, 48(1) - present","Economia e Politica Industriale",
"Journal of Industrial Economics",http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291467-6451/issues,0022-1821,"November 1952, 1(1) - present",,
"Journal of Industrial Organization Education",http://www.degruyter.com/view/j/jioe,1935-5041,"October 2006, 1(1) - December 2012, 6(1)",,
"Journal of Industry, Competition and Trade",https://link.springer.com/journal/volumesAndIssues/10842,1566-1679,"March 2001, 1(1) - present",,
"Journal of Industry Studies",,1320-6095,"Oct. 1993, 1(1) - Dec. 1996, 3(2)",,
"Journal of Innovation and Knowledge",https://www.sciencedirect.com/journal/journal-of-innovation-and-knowledge/issues,2444-569X,"January-April 2016, 1(1) - present",,
"Journal of Institutional and Theoretical Economics",https://www.mohrsiebeck.com/en/journal/journal-of-institutional-and-theoretical-economics-jite,0932-4569,"March 1986, 142(1) - present","Zeitschrift für die gesamte Staatswissenschaft (JITE)",
"Journal of Institutional Economics",https://www.cambridge.org/core/journals/journal-of-institutional-economics/all-issues,1744-1374,"April 2006, 2(1) - present",,
"Journal of Insurance and Financial Management",https://journal-of-insurance-and-financial-management.com/index.php/JIFM/issue/archive,2371-2112,"2016, 1(1) - present",,
"Journal of Interamerican Studies and World Affairs",,0022-1937,"Spring 1994, 36(1) - Winter 2000, 42(4)",,"Latin American Politics and Society"
"Journal of Interdisciplinary Economics",https://journals.sagepub.com/loi/JIE,0260-1079,"2000, 11(3-4) - present",,
"Journal of International Agricultural Trade and Development",https://www.novapublishers.com/catalog/product_info.php?products_id=1670,1556-8520,"2005, 1(1) - 2014, 10(1)",,
"Journal of International and Area Studies",http://publication.gsis.snu.ac.kr/,1226-8550,"June 2004, 11(1) - present",,
"Journal of International and Global Economic Studies",http://www2.southeastern.edu/orgs/econjournal/index_files/Page410.htm,1940-655X,"June 2008, 1(1) - present",,
"Journal of International Business and Economics",http://www.iabe.org/domains/iabeX/journalinfo.aspx?JournalID=JIBE,1544-8037,"2013, 13(1) - present",,
"Journal of International Business Studies",https://link.springer.com/journal/volumesAndIssues/41267,0047-2506,"Spring 1975, 6(1) - present",,
"Journal of International Commerce and Economics",http://www.usitc.gov/journals/index.htm#Recent,2152-6877,"August 2008, 1 - present",,
"Journal of International Commerce, Economics and Policy",http://www.worldscientific.com/loi/jicep,1793-9933,"April 2010, 1(1) - present",,
"Journal of International Development",http://onlinelibrary.wiley.com/journal/10.1002/%28ISSN%291099-1328/issues,0954-1748,"Jan.-Feb. 1995, 7(1) - present",,
"Journal of International Economic Law",https://academic.oup.com/jiel/issue,1369-3034,"March 1998, 1(1) - present",,
"Journal of International Economic Studies",http://repo.lib.hosei.ac.jp/handle/10114/80/browse?type=dateissued&submit_browse=Issue+Date,0911-1247,"March 2009, (23) - present",,
"Journal of International Economics",http://www.sciencedirect.com/science/journal/00221996,0022-1996,"May 1971, 1(2) - present",,
"Journal of International Entrepreneurship",https://link.springer.com/journal/volumesAndIssues/10843,1570-7385,"March 2003, 1(1) - present",,
"Journal of International Finance and Economics",http://www.iabe.org/domains/iabeX/journalinfo.aspx?JournalID=JIFE,1555-6336,"2013, 13(1) - present",,
"Journal of International Finance Studies",http://www.iabe.org/domains/iabeX/journalinfo.aspx?JournalID=JIFS,1945-2950,"2013, 13(1) - present",,
"Journal of International Financial Markets, Institutions and Money",http://www.sciencedirect.com/science/journal/10424431,1042-4431,"1991, 1(1) - present",,
"Journal of International Management Studies",http://www.iabe.org/domains/iabeX/journalinfo.aspx?JournalID=JIMS,1930-6105,"2010, 10(1) - present",,
"Journal of International Money and Finance",http://www.sciencedirect.com/science/journal/02615606,0261-5606,"April 1983, 2(1) - present",,
"Journal of International Research Publications: Economy and Business",,1313-8006,"2006, 1 - 2011, 6",,
"Journal of International Studies",http://www.jois.eu,2071-8330,"2008, 1(1) - present",,
"Journal of International Trade and Economic Development",http://www.tandfonline.com/loi/rjte20,0963-8199,"March 1994, 3(1) - present",,
"Journal of Investment Management",https://www.joim.com/journal-current-issue/,1545-9144,"1st Quarter 2003, 1(1) - present",,
"Journal of Investment Strategies",http://www.risk.net/type/journal/source/journal-of-investment-strategies,2047-1238,"Winter 2011-2012, 1(1) - present",,
"Journal of Islamic Business and Management",https://jibm.org/archieves/,2075-6291,"June 2018, 8(1) - present",,
"Journal of Islamic Economics and Finance",,2070-4658,"July-December 2005, 1(1) - July-December 2006, 2(2)",,"Journal of Islamic Economics, Banking and Finance"
"Journal of Islamic Economics, Banking and Finance",http://ibtra.com/journal_current_issue.php,2070-4658,"January-June 2007, 3(1) - present","Journal of Islamic Economics and Finance",
"Journal of Islamic Financial Studies",https://journal.uob.edu.bh/handle/123456789/20,2469-259X,"2015, 1(1) - present",,
"Journal of King Abdulaziz University: Islamic Economics",https://iei.kau.edu.sa/Pages-E-JournalPreviousIssues.aspx,7383-1018,"1989, 1 - 1991, 3; January 2016, 29(1) - present",,
"Journal of Knowledge Management, Economics and Information Technology",http://www.scientificpapers.org,2247-7756,"December 2010, (1) - present",,
"Journal of Labor and Society",https://brill.com/view/journals/jlso/jlso-overview.xml?contents=toc-41684,2667-3657,"March 2017, 20(1) - present",WorkingUSA,
"Journal of Labor Economics",http://www.journals.uchicago.edu/loi/jole,0734-306X,"Jan. 1983, 1(1) - present",,
"Journal of Labor Research",https://link.springer.com/journal/volumesAndIssues/12122,0195-3613,"Spring 1980, 1(1) - present",,
"Journal of Labour Market Research",,1614-3485,"March 2014, 47(1-2) - December 2016, 49(4)","Zeitschrift für ArbeitsmarktForschung/Journal for Labour Market Research","Journal for Labour Market Research"
"Journal of Law and Economics",http://www.journals.uchicago.edu/toc/jle/current,0022-2186,"October 1958, 1(1) - present",,
"Journal of Law, Economics, and Organization",https://academic.oup.com/jleo/issue,8756-6222,"Spring 1985, 1(1) - present",,
"Journal of Law, Finance, and Accounting",http://www.nowpublishers.com/LFA,2380-5005,"2016, 1(1) - present",,
"Journal of Legal Economics",http://jle.aaefe.org/,1054-3023,"March 1991, 1(1) - October 2011, 18(1)",,
"Journal of Legal Studies",http://www.journals.uchicago.edu/loi/jls,0047-2530,"Jan. 1988, 17(1) - present",,
"Journal of Macroeconomics",http://www.sciencedirect.com/science/journal/01640704,0164-0704,"Winter 1979, 1(1) - present",,
"Journal of Management Accounting Research",http://aaapubs.org/loi/jmar,1049-2127,"1996, 8 - present",,
"Journal of Management and Governance",https://link.springer.com/journal/volumesAndIssues/10997,1385-3457,"1997, 1(1) - present",,
"Journal of Management and Organization",http://journals.cambridge.org/action/displayBackIssues?jid=JMO,1833-3672,"January 2014, 20(1) - present",,
"Journal of Management, Marketing and Logistics",http://www.pressacademia.org/journals/jmml/archives,2148-6670,"2014, 1(1) - 2017, 4(1)",,
"Journal of Management Sciences",http://geistscience.com/papers/jms,2413-8657,"2014, 1(1) - 2018, 4(1)",,
"Journal of Marketing",http://www.marketingpower.com/jm,0022-2429,"July 1936, 1(1) - October 1972, 36(4)",,
"Journal of Marketing Behavior",https://nowpublishers.com/jmb,2326-568X,"2015, 1(1) - present",,
"Journal of Marketing Research",https://journals.sagepub.com/loi/mrja,0022-2437,"February 1969, 6(1) - November 1979, 16(4); February 2009, 46(1) - present",,
"Journal of Markets and Morality",http://www.marketsandmorality.com/index.php/mandm/issue/archive,1098-1217,"March 1998, 1(1) - present",,
"Journal of Mathematical Economics",http://www.sciencedirect.com/science/journal/03044068,0304-4068,"March 1978, 5(1) - present",,
"Journal of Mathematical Finance",http://www.scirp.org/journal/jmf/,2162-2434,"May 2011, 1(1) - present",,
"Journal of Media Economics",http://www.tandfonline.com/loi/hmec20,0899-7764,"2007, 20(1) - present",,
"Journal of Mental Health Policy and Economics",http://www.icmpe.org/test1/journal/journal.htm,1091-4358,"March 1998, 1(1) - present",,
"Journal of Monetary Economics",http://www.sciencedirect.com/science/journal/03043932,0304-3932,"Jan. 1975, 1(1) - present",,
"Journal of Money and Economy",http://jme.mbri.ac.ir/browse.php,1735-1057,"Winter 2013, 8(1) - present",,
"Journal of Money, Credit, and Banking",https://onlinelibrary.wiley.com/loi/15384616,0022-2879,"Feb. 1969, 1(1) - present",,
"Journal of Money, Investment and Banking",http://journalofmoneyinvestmentandbanking.com/jmib_issues.html,1450-288X,"January 2008, (1) - January 2011, (19)",,
"Journal of Multinational Financial Management",http://www.sciencedirect.com/science/journal/1042444X,1042-444X,"1991, 1(1) - present",,
"Journal of Network Theory in Finance",http://www.risk.net/type/technical-paper/source/journal-of-network-theory-in-finance,2055-7795,"March 2015, 1(1) - present",,
"Journal of Neuroscience, Psychology, and Economics",https://psycnet.apa.org/PsycARTICLES/journal/npe,1937-321X,"2008, 1(1) - present",,
"Journal of Ocean and Coastal Economics",http://cbe.miis.edu/joce/,2373-8456,"2014, 1(1) - present",,
"Journal of Participation and Employee Ownership",https://www.emerald.com/insight/publication/issn/2514-7641,2514-7641,"2018, 1(1) - present",,
"Journal of Peace Research",https://journals.sagepub.com/loi/JPR,0022-3433,"Feb. 1993, 30(1) - present",,
"Journal of Peace Science",,0094-3738,"Autumn. 1973, 1(1) - Spring 1980, 4(2)",,"Conflict Management and Peace Science"
"Journal of Pension Economics and Finance",http://journals.cambridge.org/action/displayBackIssues?jid=PEF,1474-7472,"March 2002, 1(1) - present",,
"Journal of Pharmaceutical Finance, Economics and Policy",,1538-5698,"2003, 12(1) - 2007, 16(4)","Journal of Research in Pharmaceutical Economics",
"Journal of Philosophical Economics",http://www.jpe.ro,1843-2298,"Autumn 2007, 1(1) - present",,
"Journal of Policy Analysis and Management",https://onlinelibrary.wiley.com/loi/15206688,0276-8739,"Fall 1981, 1(1) - present",,
"Journal of Policy Modeling",http://www.sciencedirect.com/science/journal/01618938,0161-8938,"March 1983, 5(1) - present",,
"Journal of Policy Reform",,1384-1289,"1996, 1(1) - 2006, 9(4)",,"Journal of Economic Policy Reform"
"Journal of Political Economy",https://www.journals.uchicago.edu/loi/jpe,0022-3808,"December 1892, 1(1) - present",,
"Journal of Political Economy: Macroeconomics",https://www.journals.uchicago.edu/loi/jpema,2832-9341,"February 2023, 1(1) - present",,
"Journal of Political Economy: Microeconomics",https://www.journals.uchicago.edu/loi/jpemi,2832-9368,"March 2023, 1(1) - present",,
"Journal of Population Economics",https://link.springer.com/journal/volumesAndIssues/148,0933-1433,"1989, 1(4) - present",,
"Journal of Portfolio Management",https://jpm.pm-research.com/content/by/year,0095-4918,"Fall 1983, 1(1) - present",,
"Journal of Post Keynesian Economics",http://www.tandfonline.com/loi/mpke20#.VsIfxCkS2Lp,0160-3477,"Fall 1978, 1(1) - present",,
"Journal of Private Enterprise",http://journal.apee.org/index.php/Category:Issues,0890-913X,"Summer 1994, 10(1) - present",,
"Journal of Productivity Analysis",https://link.springer.com/journal/volumesAndIssues/11123,0895-562X,"June 1992, 3(1-2) - present",,
"Journal of Property Research",http://www.tandfonline.com/loi/rjpr20,0959-9916,"March 2002, 19(1) - present",,
"Journal of Psychology and Financial Markets",,1520-8834,"2000, 1(1) - 2002, 3(4)",,"Journal of Behavioral Finance"
"Journal of Public and International Affairs",https://jpia.princeton.edu/archives,1070-521X,"Spring 1996, 7 - present",,
"Journal of Public and Nonprofit Affairs",http://www.jpna.org/index.php/jpna/issue/archive,2381-3717,"2015, 1(1) - present",,
"Journal of Public Economic Theory",http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291467-9779/issues,1097-3923,"Jan. 1999, 1(1) - present",,
"Journal of Public Economics",http://www.sciencedirect.com/science/journal/00472727,0047-2727,"Feb. 1973, 2(1) - present",,
"Journal of Public Finance and Public Choice",https://www.ingentaconnect.com/content/bup/jpfpc,2515-6918,"April 2018, 33(1) - present","Journal of Public Finance and Public Choice/Economia delle Scelte Pubbliche",
